12.8617791,77.6616888,null,22.104999542236328,null,null,null,1540621353044
12.8617791,77.6616887,null,22.41900062561035,null,null,null,1540621373859
12.8617792,77.6616887,null,22.42099952697754,null,null,null,1540621386087
12.8618065,77.6616897,null,23.2810001373291,null,null,null,1540621406651
12.8617805,77.6616895,null,22.822999954223633,null,null,null,1540621406650
12.8617812,77.6616921,null,22.631999969482422,null,null,null,1540621406651
12.8617831,77.6616874,null,23.465999603271484,null,null,null,1540621544994
12.8620474,77.65978812,831,6,null,315.6000061035156,9.640047073364258,1540621757000
12.88625374,77.64152763,830,13,null,323.3999938964844,1.7300288677215576,1540622410000
12.88626037,77.64150967,828,11,null,323.3999938964844,2.303670883178711,1540622412000
12.88719911,77.64091792,820,16,null,358.8999938964844,1.1115754842758179,1540622513000
12.8872538,77.64097457,823,14,null,310.29998779296875,0.2884441018104553,1540622519000
12.88732412,77.64098424,808,20,null,null,0,1540622611000
12.88734203,77.64096799,810,19,null,315.29998779296875,3.2002499103546143,1540622616000
12.8872302,77.6409358,null,55.659000396728516,null,null,null,1540622618618
12.88840067,77.64033961,810,20,null,325.8999938964844,3.440000057220459,1540622626000
12.90272014,77.6314135,773,8,null,315.6000061035156,5.090039253234863,1540622910000
12.90398323,77.63085012,774,27,null,341.5,15.300735473632812,1540622919000
12.9047379,77.63044718,784,18,null,340,2.9800000190734863,1540622939000
12.90478303,77.63035596,789,12,null,322,3.559999942779541,1540622941000
12.90482648,77.63027185,792,11,null,318.3999938964844,2.180206537246704,1540622945000
12.90975018,77.62709304,822,11,null,325.6000061035156,11.891363143920898,1540623331000
12.91562266,77.62362895,797,18,null,321.5,10.44017219543457,1540623390000
12.91604521,77.62347887,801,12,null,332,9.3810453414917,1540623397000
12.91670601,77.62306425,800,10,null,334.79998779296875,10.150315284729004,1540623405000
12.91699659,77.62284879,807,7,null,327.79998779296875,11.391936302185059,1540623408000
12.91771173,77.62240112,819,9,null,330.3999938964844,12.090414047241211,1540623416000
12.91779552,77.62235187,819,9,null,330.29998779296875,12.081655502319336,1540623416879
12.9185249,77.6218672,814,11,null,329.1000061035156,12.630395889282227,1540623424000
12.91874274,77.6216738,815,13,null,326.29998779296875,13.029597282409668,1540623426000
12.91918093,77.62140193,811,11,null,323.8999938964844,11.540350914001465,1540623432000
12.9199169,77.6209201,803,11,null,321.3999938964844,4.630950450897217,1540623446000
12.9199169,77.6209201,803,11,null,321.3999938964844,4.630950450897217,1540623446000
12.92035982,77.62073322,816,18,null,331.79998779296875,7.760025978088379,1540623454000
12.92050181,77.62061088,813,15,null,328.6000061035156,6.00029993057251,1540623457000
12.921394,77.62009521,810,15,null,335.29998779296875,7.389999866485596,1540623473000
12.92335715,77.61894471,814,16,null,328.6000061035156,8.890023231506348,1540623500000
12.92392463,77.61844213,815,17,null,319.8999938964844,8.474627494812012,1540623509000
12.92392463,77.61844213,815,17,null,319.8999938964844,8.474627494812012,1540623509000
12.92405269,77.61829472,813,12,null,320.5,8.03000545501709,1540623512000
12.92405269,77.61829472,813,12,null,320.5,8.03000545501709,1540623512000
12.92433363,77.61816202,818,10,null,315.20001220703125,5.09762716293335,1540623517000
12.92433424,77.61814092,818,4,null,311.79998779296875,4.196867942810059,1540623518614
12.92462753,77.6183283,823,25,null,35.70000076293945,4.844842433929443,1540623527000
12.92560974,77.61996517,841,26,null,20.200000762939453,4.436496257781982,1540623555000
12.92592033,77.62010184,843,18,null,13.199999809265137,6.3401970863342285,1540623560000
12.92634077,77.62031144,837,17,null,23.5,4.1056671142578125,1540623567000
12.92658138,77.62043307,837,14,null,15,5.282423973083496,1540623573000
12.93038338,77.62459528,804,34,null,10,3.1918959617614746,1540623835000
12.93036029,77.62755091,811,24,null,103.0999984741211,4.420407295227051,1540623894000
12.93010183,77.62893348,830,26,null,98,7.7700066566467285,1540623918000
12.9299258,77.62958541,792,27,null,103.0999984741211,5.892172336578369,1540623930000
