accelerationX,accelerationY,accelerationZ,accelerationIncludingGravityX,accelerationIncludingGravityY,accelerationIncludingGravityZ,rotationRateA,rotationRateB,rotationRateG,latitude,longitude,altitude,accuracy,altitudeAccuracy,heading,speed,timestamp
-0.019197605550289154,-0.040196239948272705,-0.06539726257324219,-0.0695343017578125,0.3231658935546875,9.531112670898438,0.28413586947253044,-0.04983306018441303,-0.03322204012294202,19.1562612,72.8543984,null,26.986000061035156,null,null,null,1540371639793
0,0,0,-0.0527801513671875,0.4045257568359375,9.6387939453125,0.28413586947253044,-0.04983306018441303,-0.03322204012294202,19.1562613,72.8543983,null,20.665000915527344,null,null,null,1540371642732
0,0,0,-3.7671356201171875,8.418319702148438,3.6081695556640625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.189989,72.8422277,-56.5,27.513999938964844,null,null,null,1540448209282
0,0,0,1.7100372314453125,8.588211059570312,4.515045166015625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1900262,72.8422951,-56.70000076293945,35.34299850463867,null,null,null,1540448217593
0,0,0,6.7373504638671875,4.41033935546875,6.3455657958984375,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.190023,72.8424416,-56.70000076293945,31.84600067138672,null,null,null,1540448223520
-0.000053882598876953125,0.0002105236053466797,-0.000014781951904296875,7.59637451171875,2.4673614501953125,7.65203857421875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1900319,72.8424986,-56.70000076293945,32.56100082397461,null,null,null,1540448226508
0,0,0,6.557891845703125,5.4296875,7.094512939453125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1900233,72.8425355,-56.70000076293945,32.15999984741211,null,null,null,1540448229756
1.9860024452209473,2.8683576583862305,0.9555172920227051,8.06536865234375,5.90106201171875,7.518035888671875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1900376,72.8426426,-56.70000076293945,34.284000396728516,null,null,null,1540448232880
0,0,0,6.182220458984375,4.15191650390625,6.3599090576171875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1900868,72.8429783,-56.70000076293945,61.652000427246094,null,null,null,1540448235886
0,0,0,4.2368621826171875,3.5919952392578125,4.6945037841796875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1901474,72.8432818,null,32.00199890136719,null,null,null,1540448238916
-0.000040531158447265625,0.00015592575073242188,-0.00001621246337890625,5.3351593017578125,1.9553070068359375,5.3333892822265625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1901771,72.8436577,-72,15.809000015258789,null,null,0,1540448246000
0,0,0,4.4187164306640625,1.354705810546875,4.6466522216796875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1901832,72.8437517,-72,19.041000366210938,null,null,null,1540448247819
1.7897872924804688,-0.3747141361236572,0.5965743064880371,9.108642578125,2.9004669189453125,6.7619171142578125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1901839,72.8437618,-72,21.715999603271484,null,null,null,1540448250929
-0.00004673004150390625,0.00015687942504882812,-0.000047206878662109375,5.9692535400390625,3.477142333984375,5.6468505859375,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1901843,72.8437679,-72,24.974000930786133,null,null,null,1540448253902
0,0,0,5.57684326171875,1.2278900146484375,5.8430633544921875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1902122,72.8438324,null,20.43899917602539,null,null,null,1540448256281
-0.000059604644775390625,0.00020360946655273438,-0.0000553131103515625,6.581817626953125,3.9269866943359375,7.3840484619140625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1902266,72.8438653,null,20.474000930786133,null,null,null,1540448259312
0.8150944709777832,-0.535825252532959,0.006279468536376953,6.2731475830078125,4.6663665771484375,6.625518798828125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1903394,72.8441619,-53.099998474121094,18.88800048828125,null,null,null,1540448262277
0,0,0,4.41632080078125,4.766876220703125,4.713653564453125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1904123,72.8443567,-53.099998474121094,19.655000686645508,null,null,null,1540448265200
-0.00007915496826171875,0.000225067138671875,-0.00013208389282226562,8.295089721679688,7.288909912109375,7.4797515869140625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1905308,72.844692,-53.099998474121094,20.27199935913086,null,null,null,1540448268511
0,0,0,8.508041381835938,5.647430419921875,7.821929931640625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1905635,72.8448152,-53.099998474121094,20.600000381469727,null,null,null,1540448271531
0,0,0,5.3710479736328125,3.2282867431640625,7.175872802734375,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1905781,72.8448706,-53.099998474121094,22.367000579833984,null,null,null,1540448273248
0,0,0,5.81134033203125,2.6252899169921875,6.1349945068359375,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1906059,72.8449756,-53.099998474121094,27.809999465942383,null,null,null,1540448276241
0,0,0,4.3852081298828125,4.1303863525390625,5.1922149658203125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1906185,72.8450229,-53.099998474121094,35.86800003051758,null,null,null,1540448279025
0,0,0,6.7421417236328125,4.099273681640625,6.553741455078125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1906256,72.8450497,-53.099998474121094,45.652000427246094,null,null,null,1540448282000
-0.6189651489257812,0.5248908996582031,1.078364372253418,2.8896942138671875,1.9217987060546875,3.93359375,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1909233,72.8443756,null,583,null,null,null,1540448284914
0,0,0,7.06756591796875,7.0472259521484375,7.857818603515625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1909233,72.8443756,null,583,null,null,null,1540448287879
-0.00004100799560546875,0.00016391277313232422,-0.00000667572021484375,6.59857177734375,1.8619842529296875,5.3022918701171875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1909233,72.8443756,null,583,null,null,null,1540448290872
-0.000044345855712890625,0.00013399124145507812,-0.00006341934204101562,4.727386474609375,3.876739501953125,4.902679443359375,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1906386,72.845133,-53.099998474121094,35.44200134277344,null,null,null,1540448292003
-0.000058650970458984375,0.00019741058349609375,-0.00006008148193359375,5.9788360595703125,4.0442352294921875,7.412750244140625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1906707,72.8452323,-53.099998474121094,24.79400062561035,null,null,null,1540448298320
0,0,0,5.63665771484375,5.6905059814453125,6.4532318115234375,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1908145,72.8456927,-53.29999923706055,21.149999618530273,null,null,null,1540448301309
-0.00006532669067382812,0.00018930435180664062,-0.00010633468627929688,5.595977783203125,5.9130401611328125,7.12322998046875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1909072,72.8460968,-53.29999923706055,20.45599937438965,null,null,null,1540448304700
0,0,0,5.67254638671875,6.996978759765625,6.9916229248046875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1909077,72.8462737,null,20.673999786376953,null,null,null,1540448307601
-0.00004124641418457031,0.00010204315185546875,-0.00009107589721679688,3.00933837890625,4.637664794921875,3.8354949951171875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1909049,72.8464125,null,21.60700035095215,null,null,null,1540448310654
-0.00007343292236328125,0.0002675056457519531,-0.0000476837158203125,9.359893798828125,4.3194122314453125,9.776870727539062,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1908355,72.8465905,-53,15.586000442504883,null,101,1.75,1540448317000
0,0,0,8.95550537109375,1.9553070068359375,9.63330078125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.190804,72.8466712,-53,21.57699966430664,null,null,null,1540448319662
-0.00006246566772460938,0.00019788742065429688,-0.00007915496826171875,5.83526611328125,4.59698486328125,6.883941650390625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1908001,72.8466814,-53,24.312999725341797,null,null,null,1540448322454
0,0,0,4.3899993896484375,4.005950927734375,5.8598175048828125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.190755,72.8467878,null,18.892000198364258,null,null,null,1540448325444
-0.00007104873657226562,0.00020837783813476562,-0.00011157989501953125,7.1584930419921875,6.5351715087890625,7.65203857421875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1906448,72.8468362,null,18.843000411987305,null,null,null,1540448328504
0,0,0,3.8396453857421875,2.6875152587890625,3.8594207763671875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1905003,72.846834,null,18.899999618530273,null,null,null,1540448331503
-0.00003838539123535156,0.00011730194091796875,-0.00005435943603515625,2.5211944580078125,2.773651123046875,4.2159423828125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1903856,72.8468096,null,19.00200080871582,null,null,null,1540448334430
0,0,0,5.2298736572265625,4.4653778076171875,5.7617034912109375,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1903129,72.8467988,null,18.981000900268555,null,null,null,1540448337419
0.48011016845703125,-0.07639408111572266,-0.26167821884155273,6.5770416259765625,3.9198150634765625,6.015350341796875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1902425,72.846781,null,19.33099937438965,null,null,null,1540448340476
0,0,0,9.455596923828125,6.00634765625,7.35772705078125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1901753,72.8467739,null,20.350000381469727,null,null,null,1540448343464
0,0,0,5.88311767578125,3.8001708984375,5.46978759765625,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.19013,72.8467727,null,20.090999603271484,null,null,null,1540448346454
-0.000046253204345703125,0.00016617774963378906,-0.000033855438232421875,7.108245849609375,3.07275390625,5.3740692138671875,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1901194,72.8467835,null,20.38599967956543,null,null,null,1540448349483
0,0,0,6.8306732177734375,4.2260894775390625,6.0919189453125,-0.20545209023398356,-0.04983306018441303,0.037593361191750184,19.1901093,72.8468004,null,20.023000717163086,null,null,null,1540448352520
